Type,Message,,,
normal text,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.,,,
normal text,Spoons it is then okay?,,,
normal text,Did he just say somebody is named tampa,,,
normal text,In work now. Going have in few min.,,,
normal text,Your brother is a genius,,,
normal text,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you",,,
normal text,Did u find out what time the bus is at coz i need to sort some stuff out.,,,
normal text,Dude ive been seeing a lotta corvettes lately,,,
it may be a spam message,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,,,
normal text,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter",,,
it may be a spam message,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,,,
it may be a spam message,Hello. We need some posh birds and chaps to user trial prods for cnormal textpneys. Can i put you down? I need your address and dob asap. Ta r,,,
it may be a spam message,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,,,
normal text,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",,,
normal text,Its going good...no problem..but still need little experience to understand american customer voice...,,,
normal text,I'll text you when I drop x off,,,
normal text,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,,,
normal text,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,,,
it may be a spam message,"Shop till u Drop, IS IT YOU, either 10K, 5K, ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½500 Cash or ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿",,,
normal text,Are you in castor? You need to see something,,,
it may be a spam message,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. ï¿½ï¿½ï¿½ï¿½ï¿½ï,,,
it may be a spam message,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,,,
it may be a spam message,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,,,
it may be a spam message,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,,,
normal text,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.",,,
normal text,I love to give massages. I use lots of baby oil... What is your fave position?,,,
normal text,Dude we should go sup again,,,
normal text,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive,,,
normal text,Gibbs unsold.mike hussey,,,
normal text,I like to talk pa but am not able to. I dont know y.,,,
normal text,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,,,
normal text,You unbelievable faglord,,,
normal text,Wife.how she knew the time of murder exactly,,,
normal text,Why do you ask princess?,,,
normal text,I am great princess! What are you thinking about me? :),,,
normal text,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,,,
normal text,It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.,,,
normal text,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,,,
normal text,"Superb Thought- \Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.\"":-)""",,,
normal text,Hope you are having a good week. Just checking in,,,
normal text,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.",,,
normal text,"Thursday night? Yeah, sure thing, we'll work it out then",,,
it may be a spam message,"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML", PO Box 5249," MK17 92H. 450Ppw 16""",
normal text,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,,,
normal text,How is it possible to teach you. And where.,,,
normal text,"I wonder if your phone battery went dead ? I had to tell you, I love you babe",,,
normal text,Lovely smell on this bus and it ain't tobacco... ,,,
normal text,"We're all getting worried over here, derek and taylor have already assumed the worst",,,
normal text,Hey what's up charles sorry about the late reply.,,,
it may be a spam message,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468",,,
normal text,I.ll give her once i have it. Plus she said grinule greet you whenever we speak,,,
normal text,WHITE FUDGE OREOS ARE IN STORES,,,
it may be a spam message,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",,,
normal text,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you,,,
normal text,I am sorry it hurt you.,,,
normal text,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/,,,
normal text,Ok lor but not too early. Me still having project meeting now.,,,
normal text,"Call me da, i am waiting for your call.",,,
normal text,I could ask carlos if we could get more if anybody else can chip in,,,
normal text,Was actually about to send you a reminder today. Have a wonderful weekend,,,
normal text,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",,,
normal text,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? ,,,
normal text,Dont talk to him ever ok its my word.,,,
normal text,When u wana see it then,,,
normal text,On ma way to school. Can you pls send me ashley's number,,,
normal text,It shall be fine. I have avalarr now. Will hollalater,,,
normal text,She went to attend another two rounds today..but still did't reach home..,,,
normal text,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,,,
normal text,"K, wait chikku..il send aftr  &lt;#&gt; mins",,,
normal text,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,,,
normal text,K:)i will give my kvb acc details:),,,
normal text,Oh all have to come ah?,,,
it may be a spam message,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½1million to,,,
normal text,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),,,
normal text,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,,,
normal text,So do you have samus shoulders yet,,,
normal text,What time you think you'll have it? Need to know when I should be near campus,,,
it may be a spam message,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½1000 C",,,
normal text,Then dun wear jeans lor...,,,
normal text,"Since when, which side, any fever, any vomitin.",,,
normal text,K:)k.are you in college?,,,
it may be a spam message,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½10,000 cash a",,,
normal text,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,,,
normal text,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),,,
normal text,Theyre doing it to lots of places. Only hospitals and medical places are safe.,,,
it may be a spam message,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),,,
normal text,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,,,
normal text,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",,,
normal text,I cant wait to see you! How were the photos were useful? :),,,
it may be a spam message,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,,,
normal text,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging ,,,
normal text,Chk in ur belovd ms dict,,,
normal text,Is that what time you want me to come?,,,
normal text,"Awesome, lemme know whenever you're around",,,
normal text,Shb b ok lor... Thanx...,,,
normal text,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT""",,,
normal text,Also remember to get dobby's bowl from your car,,,
it may be a spam message,Filthy stories and GIRLS waiting for your,,,
normal text,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,,,
normal text,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",,,
normal text,Welp apparently he retired,,,
normal text,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,,,
normal text,Where @,,,
normal text,U sure u can't take any sick time?,,,
it may be a spam message,URGENT! We are trying to contact U. Todays draw shows that you have won a ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½800 prize GUARANTEED. Call 09,,,
normal text,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",,,
normal text,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,,,
normal text,Are you this much buzy,,,
normal text,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.,,,
normal text,I am not sure about night menu. . . I know only about noon menu,,,
normal text,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,,,
normal text,Are you willing to go for aptitude class.,,,
normal text,"It wont b until 2.15 as trying 2 sort house out, is that ok?",,,
normal text,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",,,
normal text,"Haha awesome, omw back now then",,,
normal text,Yup i thk so until e shop closes lor.,,,
normal text,what is your account number?,,,
normal text,Eh u send wrongly lar...,,,
normal text,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya ,,,
normal text,Ok i shall talk to him,,,
normal text,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,,,
normal text,Hey you can pay. With salary de. Only  &lt;#&gt; .,,,
normal text,Another month. I need chocolate weed and alcohol.,,,
normal text,If he started searching he will get job in few days.he have great potential and talent.,,,
normal text,Reckon need to be in town by eightish to walk from * carpark.,,,
it may be a spam message,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",,,
normal text,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,,,
normal text,Yo guess what I just dropped,,,
normal text,Carlos says he'll be at mu in  &lt;#&gt;  minutes,,,
normal text,I'm in office now . I will call you  &lt;#&gt;  min:),,,
normal text,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*",,,
normal text,"Yun ah.the ubi one say if ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½_ wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park",,,
normal text,Ugh. Gotta drive back to sd from la. My butt is sore.,,,
